ECA348	4.1633	4.1633
NIC262	4.2091	4.2091
ECA396	4.4616	4.5228
JU440	4.3766	4.5587
ECA363	4.3394	4.5936
ECA246	4.4353	4.6769
JU1400	4.5854	4.6828
JU406	4.6026	4.7204
MY920	4.7206	4.7206
JU2141	4.4453	4.7805
NIC259	4.7965	4.8029
NIC258	4.1348	4.8045
NIC523	4.7728	4.8185
CB4852	4.3116	4.8546
PS2025	4.6345	4.8643
JU782	4.6404	4.8739
ED3005	4.8779	4.8883
CX11315	4.6246	4.9294
MY18	4.8069	4.9453
JU1896	4.8594	4.953
CX11264	4.7907	4.9568
JU393	4.7401	4.9852
NIC231	4.6534	4.9874
NIC195	4.8149	4.9906
NIC207	5.0135	5.0135
CX11262	4.4969	5.0507
JU346	4.7604	5.0634
KR314	4.7834	5.078
JU1568	4.7089	5.0978
XZ1514	5.1439	5.1439
JU2522	4.7308	5.1462
NIC269	4.804	5.1529
JU2600	4.5218	5.1741
CX11276	4.6343	5.1811
BRC20067	4.9078	5.1995
JU2534	4.7691	5.2247
JU2862	5.2625	5.2625
JU2526	4.4831	5.2763
NIC3	5.044	5.2784
JU1793	4.9238	5.2896
JU2519	4.8835	5.2964
NIC266	5.1271	5.3074
MY1	4.7199	5.3131
NIC166	5.3485	5.3485
JU2879	4.8628	5.3575
MY2573	5.0696	5.4156
NIC1	5.2705	5.4176
JU1580	4.4036	5.4374
XZ1516	4.6484	5.4448
LSJ1	5.0206	5.4684
JU367	5.3935	5.55
NIC274	5.3613	5.5509
JU1242	5.4198	5.5524
ECA36	5.0867	5.5744
NIC256	4.6037	5.594
JU310	4.9769	5.6364
JU3134	5.2881	5.6382
QG557	4.8147	5.6473
CX11285	4.8658	5.6506
JU2464	5.453	5.6819
NIC522	5.4127	5.6865
QX1212	5.2215	5.7128
JU394	4.885	5.7298
JU1586	4.5883	5.775
JU751	5.3406	5.7972
JU1530	5.6124	5.8359
JU2513	5.251	5.8369
ED3049	5.0737	5.8585
QX1794	4.827	5.9436
ED3073	4.8539	5.9457
ECA252	5.32	5.9798
NIC277	4.9799	5.9926
JU2578	6.0025	6.0025
JU2466	5.275	6.0092
JU775	4.8892	6.0129
JU360	5.4827	6.0267
JU2593	5.8501	6.0273
ED3052	5.4926	6.0612
DL200	5.5743	6.0622
ED3017	5.0094	6.0657
EG4724	6.0254	6.0789
EG4349	5.8607	6.0823
N2	4.7258	6.0977
NIC1107	5.8995	6.1607
JU3127	4.9359	6.1939
JU561	5.2153	6.199
WN2001	6.2007	6.2093
MY2535	5.8699	6.2151
XZ1513	5.5309	6.2187
CX11254	4.4391	6.2284
JU2565	5.4467	6.2326
NIC251	5.7585	6.2442
JU2587	5.3173	6.2445
NIC252	5.3448	6.2507
EG4347	5.0313	6.3134
CX11271	6.2995	6.356
NIC271	4.7847	6.3793
JU1395	4.9183	6.4086
JU397	4.6868	6.4304
NIC199	4.9822	6.4356
NIC242	5.0064	6.4693
NIC265	6.4749	6.4749
CB4854	5.0353	6.4789
JU1652	4.3213	6.5047
JU1409	4.7499	6.5165
EG4725	4.9495	6.5373
QG2075	5.0921	6.5407
WN2033	5.4391	6.5591
JU1172	5.1516	6.5889
JU1212	4.8844	6.6518
JU2878	4.9608	6.6567
JU1491	5.5935	6.6761
WN2002	5.802	6.7138
JU847	6.0268	6.7164
JU3125	4.9571	6.7247
AB1	5.9981	6.7469
JU1543	6.2044	6.7576
MY679	5.7009	6.8034
JU258	5.8628	6.8049
ED3012	5.9297	6.8072
QX1793	5.8603	6.8285
MY2530	4.967	6.8415
ECA259	5.0997	6.8605
JU1213	4.868	6.902
ED3046	6.1109	6.9145
DL226	5.4263	6.9147
MY2741	5.3923	6.9224
JU2906	6.8828	6.9365
NIC276	6.0106	6.9369
ECA248	5.1832	6.9383
NIC514	6.0445	6.9866
LKC34	5.9854	7.0054
JU323	6.0417	7.0065
CX11307	5.9811	7.0171
JU774	4.4525	7.0714
ED3011	5.6709	7.0723
NIC236	5.9178	7.0847
MY16	5.8758	7.0896
JU2566	5.9469	7.1302
EG4946	5.4758	7.1332
NIC267	6.4733	7.1926
JU1808	5.6647	7.1935
NIC275	5.5969	7.1962
QG536	6.3818	7.2276
ECA372	5.9286	7.2295
NIC261	5.4056	7.2451
DL238	5.3443	7.2823
JU3135	5.759	7.3204
ECA349	4.8456	7.3685
JU2001	6.199	7.3732
JU2800	5.9444	7.4273
JU311	6.5054	7.4501
JU2007	5.8149	7.4738
JU830	5.6863	7.5262
NIC272	7.5569	7.5569
JU2131	5.8566	7.5693
PB303	5.7508	7.5808
JT11398	6.1929	7.6313
JU1088	5.5337	7.6927
JU2234	5.3442	7.7016
GXW1	5.0821	7.7908
NIC260	6.266	7.8064
NIC255	6.2392	7.8567
MY10	6.1096	7.9756
NIC513	5.3877	8.0564
MY23	5.4262	8.1353
JU2866	6.3606	8.14
JU1246	7.1117	8.1536
QW947	5.483	8.2135
PX179	5.2899	8.2443
ED3040	7.6185	8.2831
JU3140	5.5121	8.2988
JU642	5.0159	8.3172
QG556	6.928	8.3482
NIC2	5.3043	8.3633
MY2693	8.3434	8.4488
CB4856	4.9688	8.4863
JU778	7.1857	8.5086
JU1200	6.1086	8.5109
QX1791	4.5339	8.5272
NIC268	7.3131	8.5787
JU3137	5.7331	8.676
ECA251	6.5645	8.7612
JU1440	7.771	8.8916
JU792	7.0947	8.9753
ED3048	5.644	9.149
CX11292	5.2373	9.2925
MY2212	5.7603	9.3188
MY2453	5.8067	9.4161
ED3077	6.9407	9.788
CB4932	4.9423	9.9656
