JU2593	0.17299	0.17745
LSJ1	0.17874	0.18112
QG536	0.1782	0.1813
XZ1516	0.18269	0.18516
CX11276	0.18514	0.18651
NIC262	0.18672	0.18672
ECA396	0.188	0.18811
ECA248	0.18813	0.18815
MY23	0.18203	0.1882
NIC268	0.1879	0.18825
DL200	0.18734	0.18865
JU778	0.18603	0.18869
NIC271	0.18486	0.18876
JU792	0.1852	0.18881
JU642	0.18753	0.18904
JU782	0.18586	0.18947
NIC272	0.18991	0.18991
ECA36	0.18625	0.18996
MY2535	0.18786	0.19023
ED3005	0.18544	0.19043
NIC260	0.18631	0.19051
JU1242	0.1886	0.19077
NIC199	0.18933	0.19119
QX1793	0.19127	0.19129
JU360	0.18597	0.19206
WN2001	0.1815	0.19219
JU2587	0.18861	0.19254
CX11307	0.18175	0.19272
JU1568	0.1928	0.19306
ECA259	0.19216	0.19323
JU394	0.18486	0.19323
JU2234	0.1881	0.19353
NIC207	0.19361	0.19361
JU323	0.18942	0.19365
QW947	0.18693	0.19379
EG4349	0.19233	0.19401
CX11292	0.19167	0.19447
JU1409	0.19035	0.19489
MY2530	0.19202	0.19493
NIC252	0.1941	0.195
WN2033	0.19165	0.19511
NIC266	0.19343	0.19531
JT11398	0.18723	0.19566
MY16	0.18155	0.19567
JU847	0.19156	0.19571
ECA252	0.18582	0.19575
JU1581	0.1876	0.19578
JU2522	0.19002	0.19581
JU3135	0.19247	0.19593
ECA372	0.18963	0.19595
NIC255	0.19178	0.19609
NIC231	0.19537	0.19657
NIC242	0.19104	0.19684
JU1808	0.19441	0.19684
ED3040	0.19028	0.19686
EG4347	0.19417	0.19718
JU1212	0.1872	0.19723
NIC274	0.19743	0.19752
JU3125	0.194	0.19782
MY920	0.18809	0.19804
JU1400	0.19504	0.1988
ED3017	0.19617	0.19885
NIC522	0.18651	0.19895
WN2002	0.19027	0.19908
JU1580	0.18715	0.19936
MY10	0.19049	0.19944
JU1896	0.19395	0.19963
CB4854	0.19522	0.19976
JU2513	0.19754	0.19989
ED3012	0.19079	0.20011
MY2212	0.19605	0.20031
CX11315	0.20023	0.2004
RC301	0.18874	0.20059
JU1491	0.18361	0.20063
LKC34	0.19307	0.20072
ED3048	0.19368	0.2008
MY1	0.19931	0.2008
ECA250	0.1878	0.20102
MY2741	0.19259	0.20111
JU3137	0.1946	0.20111
JU2879	0.18969	0.2013
EG4724	0.19909	0.20131
N2	0.18777	0.20143
NIC251	0.19285	0.20144
JU2862	0.19447	0.20144
CX11254	0.18908	0.20182
ED3052	0.18908	0.20184
EG4946	0.19077	0.2019
JU3140	0.19529	0.20211
NIC259	0.1871	0.20223
JU2526	0.19268	0.20223
JU310	0.19092	0.20226
JU2578	0.20247	0.20247
NIC236	0.19347	0.20254
JU1213	0.19741	0.20265
NIC523	0.19166	0.20268
NIC261	0.1962	0.20313
MY2453	0.19624	0.20333
AB1	0.18911	0.2034
ED3046	0.19539	0.20367
PS2025	0.19557	0.20385
NIC513	0.19601	0.2039
NIC2	0.19153	0.20399
JU2800	0.20058	0.20408
JU406	0.19717	0.20424
ECA363	0.20029	0.20434
JU561	0.18008	0.20449
MY18	0.18395	0.20451
NIC195	0.19121	0.20466
JU1543	0.19504	0.20476
CB4856	0.18931	0.20482
NIC258	0.1944	0.20495
PX179	0.20337	0.20498
JU2534	0.19638	0.20525
JU1088	0.20001	0.20581
JU2866	0.2007	0.20605
JU258	0.19184	0.20616
QX1791	0.19898	0.20618
NIC276	0.1922	0.2063
PB303	0.19544	0.20632
CX11314	0.19863	0.20645
JU311	0.1946	0.20674
JU440	0.19672	0.20678
CX11285	0.19782	0.20682
NIC3	0.19749	0.20698
DL226	0.19894	0.20705
QG557	0.19876	0.20729
NIC275	0.20326	0.20731
CB4932	0.19838	0.20732
MY2693	0.20377	0.20775
QX1212	0.19352	0.20779
JU1793	0.2047	0.20793
JU2906	0.19269	0.20809
CX11264	0.19355	0.2082
JU2600	0.19852	0.20827
CX11262	0.19602	0.20846
JU3134	0.20333	0.20854
JU2878	0.20042	0.20883
JU1200	0.20342	0.20914
JU751	0.18851	0.20919
QX1794	0.19382	0.20921
JU2464	0.20683	0.20929
JU830	0.18091	0.20935
ED3011	0.20583	0.20952
JU2565	0.18469	0.20953
JU1440	0.20272	0.20964
NIC265	0.20106	0.20974
JU1246	0.18255	0.20991
NIC277	0.19164	0.21014
QX1233	0.19668	0.21019
JU774	0.19727	0.21034
NIC1107	0.19523	0.21054
JU1172	0.20227	0.21062
JU1395	0.1979	0.21085
XZ1513	0.19133	0.21096
JU1530	0.19231	0.21114
JU346	0.20728	0.21127
QX1792	0.19065	0.21151
CB4852	0.18765	0.21182
QG556	0.20707	0.21185
ED3073	0.20357	0.21216
MY679	0.19875	0.21236
JU1586	0.19088	0.21259
JU775	0.20179	0.21282
ECA348	0.19399	0.21411
JU2519	0.20227	0.2143
MY2573	0.1912	0.21433
JU397	0.20029	0.21441
JU2566	0.21016	0.21461
JU1652	0.19697	0.21581
NIC256	0.19717	0.21642
JU393	0.20519	0.21803
CX11271	0.19976	0.21821
ECA246	0.21178	0.21892
JU2007	0.19998	0.21898
KR314	0.20303	0.21898
EG4725	0.18864	0.21975
JU2131	0.20031	0.22024
NIC269	0.20489	0.22144
ED3049	0.2071	0.22221
JU2001	0.2067	0.22278
ED3077	0.20309	0.22368
JU2466	0.19353	0.22484
NIC267	0.19471	0.22625
QG2075	0.19766	0.22642
NIC1	0.19933	0.22657
JU2141	0.22038	0.2291
NIC514	0.19958	0.22987
ECA251	0.19405	0.23035
