XZ1516	2.5915e-05	2.9865e-05
ECA246	0.11294	0.12628
QG2075	0.18085	0.1935
CX11315	0.18606	0.19418
ECA396	0.19132	0.19427
JU1400	0.18482	0.19545
ECA348	0.20525	0.20525
MY920	0.207	0.207
JU2464	0.1884	0.20768
XZ1514	0.2091	0.2091
JU406	0.20305	0.21195
NIC523	0.2031	0.21215
LSJ1	0.21615	0.2163
PS2025	0.20494	0.21695
JU440	0.19459	0.2195
BRC20067	0.20696	0.21972
NIC258	0.21255	0.2208
NIC207	0.2236	0.2236
JU2141	0.1905	0.22755
NIC252	0.2194	0.2333
CX11264	0.17525	0.23495
JU310	0.2299	0.2356
JU1580	0.2149	0.2387
QX1212	0.23549	0.23965
NIC3	0.2295	0.24035
JU2534	0.2164	0.2409
CX11262	0.21675	0.2442
CX11276	0.2294	0.24455
ECA363	0.20347	0.2453
CX11285	0.21406	0.2458
JU1896	0.2369	0.2479
MY1	0.2367	0.24957
QG557	0.2157	0.25017
JU1793	0.23438	0.2502
JU2519	0.22679	0.25105
JU393	0.25152	0.252
NIC269	0.2441	0.25275
JU2879	0.2446	0.25475
NIC262	0.2557	0.2557
KR314	0.23295	0.2572
ED3049	0.25105	0.25885
NIC274	0.22035	0.25895
JU346	0.21758	0.25975
JU2522	0.24503	0.2622
ED3073	0.2592	0.2628
JU2600	0.22296	0.26595
JU2862	0.2676	0.2676
CB4852	0.25615	0.2703
ED3005	0.25502	0.2713
JU774	0.212	0.27225
NIC231	0.2581	0.27455
ECA36	0.2474	0.27538
NIC259	0.25888	0.277
JU3134	0.2533	0.2774
JU1586	0.19983	0.2798
JU367	0.27367	0.28
ED3017	0.2342	0.28025
NIC266	0.26981	0.2866
EG4724	0.26672	0.28695
MY2535	0.26855	0.28745
NIC166	0.28855	0.28855
MY18	0.22915	0.2893
JU1568	0.2695	0.2893
QX1794	0.2148	0.28975
JU2878	0.21765	0.2899
NIC195	0.24791	0.2907
JU1242	0.26705	0.2915
JU2466	0.2535	0.29445
NIC199	0.22287	0.29475
MY2573	0.28315	0.29515
JU2513	0.25244	0.29798
JU397	0.18879	0.29805
NIC1	0.2809	0.2991
JU2566	0.28163	0.30125
JU1172	0.23075	0.3021
JU2526	0.2807	0.303
JU394	0.2542	0.30425
CX11254	0.21165	0.30675
CX11307	0.2592	0.307
NIC242	0.21428	0.31085
EG4347	0.25735	0.31125
ED3052	0.28902	0.31215
JU775	0.24185	0.31403
CX11271	0.1931	0.31558
NIC265	0.3163	0.3163
NIC1107	0.28315	0.31635
JU782	0.2763	0.31705
NIC271	0.26005	0.3212
ED3012	0.261	0.3213
NIC251	0.26154	0.3222
EG4349	0.31877	0.3234
NIC277	0.22335	0.3245
JU847	0.2972	0.32575
JU2587	0.2563	0.3269
MY679	0.3014	0.3272
JU360	0.29209	0.32785
NIC256	0.21315	0.32865
JU1088	0.26729	0.3304
JU258	0.2155	0.3319
JU1409	0.20813	0.33592
DL200	0.2344	0.33615
JU2131	0.3291	0.33675
NIC522	0.2844	0.33689
CB4854	0.23691	0.33755
NIC514	0.29225	0.3378
JU2906	0.31112	0.33795
JU1543	0.30105	0.33845
JU2001	0.2523	0.3388
JU1530	0.28077	0.33965
PB303	0.28035	0.34
MY2530	0.25485	0.34105
JU1212	0.19945	0.3429
QG556	0.32215	0.3452
ECA259	0.26597	0.3468
ED3046	0.3153	0.3471
ED3011	0.26805	0.34725
LKC34	0.29405	0.34818
NIC272	0.34875	0.34875
JU1246	0.33746	0.34898
WN2002	0.27456	0.35013
JU1395	0.2475	0.35055
JU311	0.27225	0.3509
JU1491	0.2859	0.3525
QX1791	0.2444	0.3526
ECA252	0.298	0.3546
NIC261	0.24465	0.35465
JU2578	0.35505	0.35505
JU561	0.30355	0.3552
AB1	0.3188	0.3559
N2	0.26435	0.35592
XZ1513	0.29	0.3572
NIC513	0.22178	0.3573
JU3127	0.27345	0.3577
EG4725	0.2316	0.35779
WN2001	0.3592	0.36045
NIC276	0.30193	0.3628
NIC236	0.2592	0.3638
NIC267	0.33435	0.3655
JU2866	0.2779	0.3663
ECA349	0.22435	0.3699
JU2565	0.2707	0.37115
JU323	0.3184	0.37485
JU3125	0.25463	0.3749
JU2593	0.36813	0.3758
QX1793	0.35865	0.37625
NIC255	0.29846	0.3783
JU2007	0.2858	0.37855
JU2234	0.2525	0.382
JU2800	0.2985	0.38325
JU1808	0.3345	0.3835
MY2741	0.2928	0.38557
JU751	0.30803	0.3887
QG536	0.34742	0.39065
GXW1	0.2818	0.3911
JU1440	0.33043	0.39325
ECA248	0.29855	0.3934
JT11398	0.3307	0.39377
JU3135	0.34245	0.3953
WN2033	0.27565	0.3965
DL226	0.32226	0.39725
ED3040	0.38743	0.40165
NIC260	0.27155	0.4032
JU642	0.24017	0.4038
DL238	0.2608	0.40444
JU1213	0.25533	0.4086
MY10	0.30102	0.40875
JU1652	0.26065	0.41305
PX179	0.22535	0.4151
EG4946	0.30173	0.41515
NIC275	0.2138	0.4163
ED3077	0.33083	0.4248
ECA372	0.3406	0.4269
JU830	0.31143	0.4384
MY23	0.31128	0.44155
CB4856	0.26655	0.44262
JU778	0.3409	0.4467
MY16	0.2791	0.44888
ED3048	0.29043	0.45425
NIC268	0.36255	0.4581
ECA251	0.32771	0.45865
CX11292	0.25715	0.45905
MY2212	0.30848	0.46035
JU3137	0.31205	0.4646
NIC2	0.25246	0.465
JU3140	0.25848	0.46723
JU1200	0.25362	0.4681
QW947	0.2636	0.4694
CB4932	0.22695	0.47735
MY2693	0.38505	0.48665
