JU2578	0.7735	0.7735
JU751	0.76875	0.84267
JU778	0.84183	0.8431
JU2464	0.83006	0.85519
ECA248	0.84911	0.8598
XZ1514	0.81005	0.86534
JU792	0.85151	0.86563
PB303	0.85557	0.87575
JU2906	0.83025	0.87709
MY2535	0.87661	0.87894
NIC236	0.8653	0.87901
AB1	0.86118	0.87918
WN2002	0.87027	0.87977
DL200	0.83768	0.88101
ED3046	0.7727	0.88179
QG536	0.8688	0.88188
CX11307	0.86787	0.88214
XZ1513	0.86719	0.88224
MY18	0.87087	0.88262
JU3137	0.85479	0.8827
JU561	0.86267	0.88352
JU258	0.86714	0.88356
JU1440	0.8557	0.88405
ECA396	0.88006	0.88446
ECA251	0.86471	0.88522
NIC252	0.87916	0.8857
NIC2	0.85894	0.88581
NIC166	0.84556	0.88712
JU2879	0.88433	0.88756
NIC1107	0.82949	0.88803
RC301	0.85145	0.88808
JU2800	0.86373	0.88813
JU3140	0.84173	0.88825
LSJ1	0.86085	0.88907
JU3135	0.85941	0.88918
JU2866	0.85949	0.88966
JU1581	0.87592	0.88998
EG4946	0.83493	0.89082
NIC1	0.87801	0.89138
JU311	0.86968	0.89248
JU1246	0.85258	0.89261
MY2741	0.82574	0.8927
ECA348	0.84579	0.89303
JU642	0.86962	0.89342
JU397	0.86917	0.89343
JU1172	0.88149	0.89406
WN2001	0.8924	0.89416
CX11264	0.85939	0.89451
ED3040	0.84398	0.89457
QX1233	0.86728	0.89462
WN2033	0.87693	0.89466
NIC268	0.87773	0.89484
JU1543	0.85649	0.8951
JU2566	0.89376	0.89528
JU1200	0.87933	0.89543
JU2141	0.88855	0.89596
MY920	0.88606	0.89618
MY2453	0.87504	0.89654
QX1794	0.87662	0.89694
QG556	0.86852	0.89712
QX1792	0.89054	0.89784
JU360	0.88066	0.89789
ED3052	0.89259	0.89797
ED3011	0.89668	0.89829
JU2131	0.8738	0.89848
GXW1	0.8323	0.89863
JU1088	0.84958	0.89889
MY2530	0.89239	0.8992
CX11262	0.89861	0.9
JU1395	0.87129	0.90007
JU2534	0.88634	0.9006
ED3005	0.86917	0.9007
MY23	0.87706	0.90073
JU1213	0.89232	0.9009
NIC261	0.88984	0.90093
JU2565	0.88508	0.90111
ECA250	0.85205	0.90113
ECA349	0.85216	0.90154
ECA259	0.88235	0.90222
QG557	0.89601	0.90252
PX179	0.84513	0.90272
JU3134	0.88462	0.90299
CX11254	0.88584	0.90312
JU1530	0.84649	0.90314
QG2075	0.87296	0.90325
JU2001	0.85476	0.90351
JU1491	0.86496	0.90408
NIC207	0.9047	0.9047
QX1212	0.88926	0.90485
JU1793	0.86432	0.9052
CX11271	0.90138	0.90525
XZ1516	0.89814	0.90546
NIC274	0.88991	0.90555
MY2693	0.85618	0.9057
ED3012	0.86583	0.90609
JU774	0.89311	0.90649
JU1808	0.86196	0.90675
NIC275	0.85584	0.90676
JU1586	0.89815	0.90702
JU1409	0.90318	0.90742
JU2513	0.83977	0.9079
JU323	0.90025	0.90819
NIC514	0.85967	0.9083
JT11398	0.86603	0.90835
NIC269	0.89299	0.90849
NIC513	0.8551	0.90871
NIC3	0.88555	0.9089
CX11315	0.90104	0.90906
JU3125	0.88045	0.91007
LKC34	0.89776	0.91019
CB4856	0.88281	0.91034
NIC522	0.89713	0.91095
CX11276	0.90031	0.91129
JU1242	0.86119	0.91185
JU2466	0.87871	0.91197
JU1400	0.91109	0.91197
NIC262	0.91216	0.91216
ECA252	0.89123	0.91231
NIC199	0.89637	0.91234
JU2234	0.87538	0.91254
ED3049	0.87674	0.91263
CB4932	0.87677	0.91278
ECA246	0.89228	0.91291
PS2025	0.90609	0.91295
QW947	0.90647	0.91317
ECA363	0.89231	0.91389
NIC523	0.89455	0.914
JU1212	0.91137	0.91445
BRC20067	0.86126	0.91452
ECA36	0.88158	0.91465
NIC271	0.8924	0.91469
JU393	0.87421	0.9148
JU440	0.90777	0.91493
JU394	0.8968	0.91543
ED3077	0.88047	0.91564
CX11285	0.89395	0.91569
JU3127	0.8771	0.91584
JU2593	0.85727	0.91785
NIC260	0.88074	0.91786
CB4854	0.90024	0.9189
ECA372	0.86999	0.91952
NIC272	0.91958	0.91958
JU1580	0.88197	0.92008
QX1793	0.9081	0.92013
NIC251	0.88602	0.92029
MY10	0.87125	0.92058
NIC255	0.86814	0.92086
EG4724	0.91652	0.92111
NIC277	0.88737	0.92153
ED3048	0.89369	0.92154
JU310	0.89565	0.92157
JU2862	0.87896	0.92212
EG4347	0.89334	0.9222
JU2007	0.88735	0.92246
DL226	0.8792	0.9226
JU2878	0.88719	0.92271
NIC195	0.91863	0.92339
MY1	0.91964	0.92363
ED3017	0.89085	0.92421
JU2526	0.91018	0.92622
CB4852	0.89944	0.92638
CX11314	0.87108	0.92706
MY2212	0.87931	0.92716
JU830	0.88734	0.92726
JU1568	0.91311	0.92774
JU2600	0.91018	0.9278
QX1791	0.87904	0.92876
EG4349	0.90584	0.92932
ED3073	0.88499	0.93184
MY16	0.89581	0.93218
EG4725	0.91762	0.93243
NIC256	0.92065	0.93543
NIC265	0.89208	0.93672
NIC259	0.89831	0.93687
JU782	0.934	0.93715
NIC266	0.92483	0.9383
KR314	0.8951	0.94197
CX11292	0.90523	0.94277
DL238	0.88682	0.94534
NIC231	0.9065	0.94885
NIC276	0.88358	0.95076
N2	0.92003	0.9509
JU367	0.89746	0.95187
JU2587	0.9373	0.95248
JU406	0.92698	0.953
JU847	0.87033	0.95392
NIC242	0.91106	0.95526
MY2573	0.90794	0.95549
NIC258	0.91801	0.95603
