strain	median
AB1	1.64
BRC20067	-33.06
CB4852	-17.22
CB4854	-0.44
CB4856	-9.24
CB4932	-4.94
CX11254	-30.48
CX11262	-4.42
CX11264	-19.38
CX11271	5.04
CX11276	-25.66
CX11285	-5.84
CX11292	-1.8
CX11307	-6.48
CX11314	-0.95
CX11315	-10.44
DL200	-9.76
DL226	-8.82
DL238	-7.78
ECA246	-44.85
ECA248	-13.48
ECA250	-16.32
ECA251	-7.04
ECA252	-24
ECA259	-9.2
ECA348	-13.4
ECA349	-6.36
ECA36	-10.8
ECA363	-7.4
ECA372	-10.39
ECA396	-4.1
ED3005	-14.02
ED3011	-15.8
ED3012	-2.74
ED3017	-4.7
ED3040	-2.78
ED3046	-10.38
ED3048	-13.36
ED3049	-21.98
ED3052	-10.8
ED3073	-9.6
ED3077	-5.4
EG4347	-7.8
EG4349	-6.76
EG4724	-8.24
EG4725	-5.88
EG4946	-11.18
GXW1	-15.52
JT11398	-4.58
JU1088	-14.98
JU1172	-12.8
JU1200	-7.28
JU1212	-2.84
JU1213	-8.04
JU1242	-14.3
JU1246	-6.9
JU1395	-4.1
JU1400	-1.18
JU1409	-1.64
JU1440	-20.12
JU1491	-12.12
JU1530	-13.54
JU1543	-19.24
JU1568	-19.98
JU1580	-19.5
JU1581	-2.24
JU1586	-4.86
JU1652	-28.52
JU1793	-26.58
JU1808	-15.98
JU1896	-13.6
JU2001	-16.98
JU2007	-7.04
JU2131	-12.66
JU2141	-28.5
JU2234	-16.08
JU2464	8.84
JU2466	-13.08
JU2513	-6.96
JU2519	-30.36
JU2522	-7.22
JU2526	-11.22
JU2534	-10.02
JU2565	-14.78
JU2566	-6.96
JU2578	-21.12
JU258	-7.19
JU2587	-3.24
JU2593	-12.74
JU2600	-7.48
JU2800	-10.3
JU2862	-13.8
JU2866	-18.16
JU2878	-6.34
JU2879	-18.14
JU2906	-14
JU310	-10.54
JU311	-9.17
JU3125	-12.04
JU3127	-5.84
JU3134	-11.5
JU3135	-6.6
JU3137	-11.32
JU3140	-9.86
JU323	-14.6
JU346	-27.4
JU360	-3.64
JU367	-27.86
JU393	-15.78
JU394	-5
JU397	-15.42
JU406	-10.54
JU440	-6.78
JU561	-12.28
JU642	-20.74
JU751	-25.14
JU774	-8.06
JU775	-10.46
JU778	-13.6
JU782	-15.28
JU792	-0.84
JU830	-25.6
JU847	-6.96
KR314	-20.64
LKC34	-14.36
LSJ1	-16.16
MY1	-14.56
MY10	-9.42
MY16	-9.12
MY18	-9.8
MY2212	-9.2
MY23	-7.76
MY2453	-21.18
MY2530	-10.24
MY2535	-9.7
MY2573	-15.74
MY2693	-12.44
MY2741	-7.32
MY679	-16.1
MY920	-17.04
N2	-22.96
NIC1	-10.44
NIC1107	-13.56
NIC166	-11.68
NIC195	-23.22
NIC199	-1.28
NIC2	4.6
NIC207	-29.66
NIC231	-11.46
NIC236	-7.16
NIC242	-9.46
NIC251	0.34
NIC252	-10.36
NIC255	-1.28
NIC256	-17.75
NIC258	-1.1
NIC259	-18.34
NIC260	-12.4
NIC261	-36.92
NIC262	-10.66
NIC265	1.92
NIC266	-15.56
NIC267	-11.14
NIC268	-13.12
NIC269	-11.08
NIC271	-16.86
NIC272	-0.58
NIC274	-18.6
NIC275	-12.41
NIC276	-14.48
NIC277	0.29
NIC3	-10.26
NIC513	-7.2
NIC514	-7.1
NIC522	-15.57
NIC523	-6.8
PB303	-23.96
PS2025	-8.42
PX179	-12.56
QG2075	-6.9
QG536	-11.84
QG556	-20.1
QG557	-6.6
QW947	-12.06
QX1212	-15
QX1233	-17.44
QX1791	-4.92
QX1792	-16.28
QX1793	-5.56
QX1794	-7.14
RC301	-10.34
WN2001	-13.04
WN2002	-12.7
WN2033	-18.24
XZ1513	-11.36
XZ1514	-4.8
XZ1516	-21.6
