strain	median
AB1	-4.12
BRC20067	-10.76
CB4852	-4.32
CB4854	-10.32
CB4856	-8.66
CB4932	-15.22
CX11254	-9.52
CX11262	-3.12
CX11264	-6.16
CX11271	-6.32
CX11276	-12.4
CX11285	-6.94
CX11292	-4.96
CX11307	-18.36
CX11314	-10.04
CX11315	-9.78
DL200	-7.44
DL226	-9.64
DL238	-10.03
ECA246	-42.28
ECA248	-5.88
ECA250	-9.56
ECA251	-8.62
ECA252	-48.8
ECA259	-6.42
ECA348	-7.52
ECA349	-5.4
ECA36	-8.5
ECA363	-3.98
ECA372	-6.64
ECA396	-5.36
ED3005	-12.2
ED3011	-25.64
ED3012	-25.4
ED3017	-10.68
ED3040	-3.74
ED3046	-4.9
ED3048	-9.34
ED3049	-5.36
ED3052	-10.58
ED3073	-13.4
ED3077	-15.2
EG4347	-9.64
EG4349	-6.24
EG4724	-19.96
EG4725	-6.82
EG4946	-7.62
GXW1	-9.26
JT11398	-7.58
JU1088	-11.2
JU1172	-11.7
JU1200	-11.16
JU1212	-12.44
JU1213	-11.52
JU1242	-14.72
JU1246	-8.24
JU1395	-10.1
JU1400	-7.42
JU1409	-6.48
JU1440	-13.92
JU1491	-6.88
JU1530	-5.74
JU1543	-6.94
JU1568	-9.82
JU1580	-7.24
JU1581	-9.66
JU1586	-8.38
JU1652	-9.56
JU1793	-4.13
JU1808	-4.12
JU1896	-11.98
JU2001	-12.16
JU2007	-6
JU2131	-7.84
JU2141	-9.36
JU2234	-3.8
JU2464	-5.08
JU2466	-7.52
JU2513	-6.98
JU2519	-23.74
JU2522	-8.64
JU2526	-6.44
JU2534	-6.6
JU2565	-3.7
JU2566	-13.48
JU2578	-3.92
JU258	-11.52
JU2587	-10.58
JU2593	-8.18
JU2600	-7.38
JU2800	-8
JU2862	-7.14
JU2866	-6.64
JU2878	-11.88
JU2879	-7.92
JU2906	-5.08
JU310	-5.74
JU311	-36.52
JU3125	-7.84
JU3127	-13.8
JU3134	-11.72
JU3135	-9.94
JU3137	-6.2
JU3140	-3.82
JU323	-11.44
JU346	-8
JU360	-7
JU367	-3.8
JU393	-30.28
JU394	-2.98
JU397	-12
JU406	-9.78
JU440	-14.94
JU561	-9.36
JU642	-12.52
JU751	-5.28
JU774	-13.32
JU775	-9.08
JU778	-17.64
JU782	-7.44
JU792	-17.4
JU830	-7.6
JU847	-12.76
KR314	-4.44
LKC34	-7
LSJ1	-10.64
MY1	-17.92
MY10	-5.32
MY16	-10.56
MY18	-12.24
MY2212	-3.74
MY23	-13.6
MY2453	-4.92
MY2530	-9.88
MY2535	-5.52
MY2573	-6.86
MY2693	-5
MY2741	-4.9
MY679	-10.08
MY920	-4.72
N2	-6.56
NIC1	-9.8
NIC1107	-3.06
NIC166	-19.3
NIC195	-8.88
NIC199	-10.46
NIC2	-11.04
NIC207	-8.44
NIC231	-10.68
NIC236	-20
NIC242	-10.74
NIC251	-6.34
NIC252	-8.25
NIC255	-11.44
NIC256	-6.88
NIC258	-24.76
NIC259	-12.72
NIC260	-14.48
NIC261	-3.2
NIC262	-4.2
NIC265	-7.76
NIC266	-10.8
NIC267	-8.11
NIC268	-7.88
NIC269	-9.88
NIC271	-11
NIC272	-4.48
NIC274	-16.66
NIC275	-8.64
NIC276	-7.08
NIC277	-11.69
NIC3	-9
NIC513	-29.26
NIC514	-4
NIC522	-10.38
NIC523	-5.96
PB303	-15.18
PS2025	-4.48
PX179	-6
QG2075	-10.36
QG536	-23.48
QG556	-7.28
QG557	-10.66
QW947	-12.28
QX1212	-7.48
QX1233	-13.96
QX1791	-9.86
QX1792	-8.54
QX1793	-5.58
QX1794	-8.2
RC301	-14.26
WN2001	-5.56
WN2002	-13.2
WN2033	-7.44
XZ1513	-12.68
XZ1514	-4.74
XZ1516	-7.66
