strain,d_curvature_std_hips_w_backward_50th_medianDiff_all,d_path_curvature_body_IQR_medianDiff_all,d_path_curvature_body_abs_10th_medianDiff_all,d_path_curvature_body_abs_50th_medianDiff_all,d_path_curvature_body_norm_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_10th_medianDiff_all,d_path_curvature_body_w_backward_90th_medianDiff_all,d_path_curvature_body_w_backward_IQR_medianDiff_all,d_path_curvature_body_w_backward_abs_10th_medianDiff_all,d_path_curvature_body_w_backward_abs_50th_medianDiff_all,d_path_curvature_body_w_backward_abs_90th_medianDiff_all,d_path_curvature_body_w_backward_abs_IQR_medianDiff_all,d_path_curvature_body_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_IQR_medianDiff_all,d_path_curvature_head_abs_10th_medianDiff_all,d_path_curvature_head_abs_50th_medianDiff_all,d_path_curvature_head_abs_IQR_medianDiff_all,d_path_curvature_head_norm_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_10th_medianDiff_all,d_path_curvature_head_w_backward_90th_medianDiff_all,d_path_curvature_head_w_backward_IQR_medianDiff_all,d_path_curvature_head_w_backward_abs_10th_medianDiff_all,d_path_curvature_head_w_backward_abs_50th_medianDiff_all,d_path_curvature_head_w_backward_abs_90th_medianDiff_all,d_path_curvature_head_w_backward_abs_IQR_medianDiff_all,d_path_curvature_head_w_forward_abs_10th_medianDiff_all,d_path_curvature_head_w_paused_10th_medianDiff_all,d_path_curvature_midbody_IQR_medianDiff_all,d_path_curvature_midbody_abs_10th_medianDiff_all,d_path_curvature_midbody_abs_50th_medianDiff_all,d_path_curvature_midbody_norm_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_10th_medianDiff_all,d_path_curvature_midbody_w_backward_90th_medianDiff_all,d_path_curvature_midbody_w_backward_IQR_medianDiff_all,d_path_curvature_midbody_w_backward_abs_10th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_50th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_90th_medianDiff_all,d_path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,d_path_curvature_midbody_w_paused_IQR_medianDiff_all,d_path_curvature_tail_IQR_medianDiff_all,d_path_curvature_tail_abs_10th_medianDiff_all,d_path_curvature_tail_abs_50th_medianDiff_all,d_path_curvature_tail_norm_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_10th_medianDiff_all,d_path_curvature_tail_w_backward_90th_medianDiff_all,d_path_curvature_tail_w_backward_IQR_medianDiff_all,d_path_curvature_tail_w_backward_abs_10th_medianDiff_all,d_path_curvature_tail_w_backward_abs_50th_medianDiff_all,d_path_curvature_tail_w_backward_abs_90th_medianDiff_all,d_path_curvature_tail_w_backward_abs_IQR_medianDiff_all,d_path_curvature_tail_w_forward_abs_10th_medianDiff_all,path_curvature_body_10th_medianDiff_all,path_curvature_body_50th_medianDiff_all,path_curvature_body_abs_50th_medianDiff_all,path_curvature_body_abs_90th_medianDiff_all,path_curvature_body_w_backward_10th_medianDiff_all,path_curvature_body_w_backward_90th_medianDiff_all,path_curvature_body_w_backward_IQR_medianDiff_all,path_curvature_body_w_backward_abs_50th_medianDiff_all,path_curvature_body_w_backward_abs_90th_medianDiff_all,path_curvature_body_w_backward_abs_IQR_medianDiff_all,path_curvature_body_w_paused_50th_medianDiff_all,path_curvature_body_w_paused_abs_50th_medianDiff_all,path_curvature_head_10th_medianDiff_all,path_curvature_head_50th_medianDiff_all,path_curvature_head_abs_90th_medianDiff_all,path_curvature_head_w_backward_10th_medianDiff_all,path_curvature_head_w_backward_90th_medianDiff_all,path_curvature_head_w_backward_IQR_medianDiff_all,path_curvature_head_w_backward_abs_10th_medianDiff_all,path_curvature_head_w_backward_abs_50th_medianDiff_all,path_curvature_head_w_backward_abs_90th_medianDiff_all,path_curvature_head_w_backward_abs_IQR_medianDiff_all,path_curvature_head_w_paused_50th_medianDiff_all,path_curvature_head_w_paused_abs_50th_medianDiff_all,path_curvature_midbody_10th_medianDiff_all,path_curvature_midbody_50th_medianDiff_all,path_curvature_midbody_abs_50th_medianDiff_all,path_curvature_midbody_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_10th_medianDiff_all,path_curvature_midbody_w_backward_90th_medianDiff_all,path_curvature_midbody_w_backward_IQR_medianDiff_all,path_curvature_midbody_w_backward_abs_50th_medianDiff_all,path_curvature_midbody_w_backward_abs_90th_medianDiff_all,path_curvature_midbody_w_backward_abs_IQR_medianDiff_all,path_curvature_midbody_w_paused_50th_medianDiff_all,path_curvature_midbody_w_paused_abs_50th_medianDiff_all,path_curvature_tail_10th_medianDiff_all,path_curvature_tail_50th_medianDiff_all,path_curvature_tail_abs_50th_medianDiff_all,path_curvature_tail_abs_90th_medianDiff_all,path_curvature_tail_w_backward_10th_medianDiff_all,path_curvature_tail_w_backward_90th_medianDiff_all,path_curvature_tail_w_backward_IQR_medianDiff_all,path_curvature_tail_w_backward_abs_50th_medianDiff_all,path_curvature_tail_w_backward_abs_90th_medianDiff_all,path_curvature_tail_w_backward_abs_IQR_medianDiff_all,path_curvature_tail_w_paused_10th_medianDiff_all,path_curvature_tail_w_paused_50th_medianDiff_all,path_curvature_tail_w_paused_abs_50th_medianDiff_all,path_curvature_tail_w_paused_abs_90th_medianDiff_all
JU778,-4.2195e-05,-0.0005332,-0.00010986,-0.00026631,-0.048866,0.51628,-0.64316,-0.0052512,-0.00014582,-0.0026075,-2.8778,-0.18444,-2.7952e-05,-0.0056416,-0.00088609,-0.0028123,0.00064038,-0.45719,0.033353,-0.018681,-0.0046823,-0.00035034,-0.0023623,-0.089579,-0.014066,-0.00060545,0.025047,-0.0021647,-0.00026033,-0.0010835,-0.11109,0.64045,-0.59611,-0.0067483,-0.00030563,-0.003379,-2.282,-0.1903,-1.3834e-05,-0.0046131,-0.00046692,-0.0023055,-0.22257,0.85758,-0.83116,-0.0088944,-0.00040724,-0.0044387,-2.4907,-0.29008,-0.00027772,-9.223372036854776e+18,-0.00019626,0.00020127,9.223372036854776e+18,0.030981,-0.02134,-0.0012858,-0.00062912,-0.36376,-0.0079607,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0013247,9.223372036854776e+18,0.00116,-0.0032184,-0.00075173,-7.2389e-05,-0.00036592,-0.011114,-0.0013146,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00060323,0.0004726,9.223372036854776e+18,0.031118,-0.018428,-0.0023812,-0.001148,-0.36569,-0.0090718,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00084291,0.00063226,9.223372036854776e+18,0.015335,-0.042867,-0.0015634,-0.00079803,-0.40868,-0.011108,0,-9.223372036854776e+18,9.223372036854776e+18,0
JU782,-4.5925e-05,-0.00066895,-0.00010801,-0.00033459,-0.049041,0.16812,-0.1662,-0.0032681,-0.0001219,-0.0016607,-0.62599,-0.068052,-2.8667e-05,-0.0058484,-0.0010049,-0.0029246,0.00068481,-0.52025,0.02156,-0.027425,-0.0049649,-0.00059717,-0.0024608,-0.094306,-0.013495,-0.00047467,0.19989,-0.0026214,-0.00023193,-0.00131,-0.15027,0.14024,-0.24539,-0.0042154,-0.00019224,-0.0020541,-0.73743,-0.056826,-0.0097154,-0.0035432,-0.00046027,-0.0017731,-0.29214,0.22687,-0.23741,-0.0051886,-0.00029771,-0.0027031,-0.71667,-0.081254,-0.00020585,-9.223372036854776e+18,-0.00028498,0.0003283,9.223372036854776e+18,0.012677,-0.020042,-0.00067313,-0.0003373,-0.069576,-0.0049209,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0013645,9.223372036854776e+18,0.0039649,-0.0018789,-0.00074106,-0.00015012,-0.00037812,-0.0087477,-0.0012627,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005814,0.00033866,9.223372036854776e+18,0.010987,-0.011716,-0.00090922,-0.00042843,-0.10633,-0.0054868,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00081209,0.00033926,9.223372036854776e+18,0.015027,-0.01147,-0.0013743,-0.00069406,-0.10607,-0.0086086,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU792,-0.00014409,-0.00033766,-0.00013292,-0.00016839,-0.026836,0.089127,-0.14712,-0.0067374,-0.00011804,-0.0031148,0.28209,-0.05412,-1.144e-05,-0.0024996,-0.001165,-0.0012379,0.0014001,-0.1632,0.033099,-0.025072,-0.0062166,-0.0006629,-0.0031021,-0.049193,-0.019929,-0.00030452,0.058226,-0.00033332,-0.00025367,-0.00017,-0.018532,0.23764,-0.13566,-0.004965,-0.00021128,-0.0025311,-0.28623,-0.066649,-0.004467,-0.0015125,-0.00049255,-0.00075509,-0.044142,0.15325,-0.2891,-0.014647,-0.00042541,-0.0067063,-0.19426,-0.091336,-1.9945e-05,-5.2005,-0.00021548,0.00016187,13.2392,0.025139,-0.017685,-0.0024194,-0.0012311,-0.14696,-0.010241,-9.223372036854776e+18,9.223372036854776e+18,-0.55975,-0.00059004,1.1102,0.0063706,-0.0071516,-0.0034724,-0.00024526,-0.0014717,-0.010398,-0.004,-9.223372036854776e+18,9.223372036854776e+18,-4.4916,-0.00032292,0.00033593,10.1297,0.040514,-0.01431,-0.0018514,-0.00093802,-0.16337,-0.0086362,-9.223372036854776e+18,9.223372036854776e+18,-2.9075,-0.00052509,0.00037542,6.4967,0.032646,-0.070541,-0.005112,-0.00253,-0.17736,-0.021339,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
JU830,-1.2759e-05,-0.00091929,-3.1466e-05,-0.00046029,-0.023077,0.079927,-0.1566,-0.0016577,-0.00011321,-0.00083838,-0.38474,-0.033422,-2.8199e-05,-0.0074639,-0.00021561,-0.0037389,0.0020272,-0.3986,0.0054588,-0.0040859,-0.0049549,-0.00038985,-0.0024789,-0.052446,-0.0014509,-0.00021927,0.0013047,-0.0031392,-6.7379e-05,-0.0015699,-0.091417,0.045559,-0.15393,-0.0035923,-0.00015484,-0.0017892,-0.773,-0.021336,0,-0.0058087,-0.00015902,-0.002906,-0.22209,0.20009,-0.15578,-0.0085838,-0.00033453,-0.0042784,-0.96883,-0.048107,-0.00022577,-9.223372036854776e+18,-0.00035441,0.00055074,9.223372036854776e+18,0.0037161,-0.004179,-0.00093816,-0.00047103,-0.072666,-0.0018815,0,0,-9.223372036854776e+18,-0.0018804,9.223372036854776e+18,0.0021215,-0.0002082,-0.00098813,-6.4171e-05,-0.00053492,-0.0034346,-0.0008521,0,0,-9.223372036854776e+18,-0.00087662,0.00096146,9.223372036854776e+18,0.0028063,-0.0048384,-0.00064812,-0.00032993,-0.065642,-0.0011796,0,0,-9.223372036854776e+18,-0.0015527,0.00095892,9.223372036854776e+18,0.0050416,-0.023604,-0.0022416,-0.0011127,-0.12065,-0.0046157,0,0,0,0
JU847,-9.6238e-05,-0.00015942,-0.00011856,-8.0189e-05,-0.021228,0.19885,-0.18607,-0.0047185,-0.00015613,-0.0023917,-1.2176,-0.071817,-1.3056e-05,-0.0018654,-0.001255,-0.00093378,0.0018542,-0.53205,0.022014,-0.016393,-0.0044274,-0.00071949,-0.0022453,-0.06643,-0.0093388,-0.00032558,0.072299,-1.5377e-05,-0.00027387,-8.1297e-06,-0.025143,0.29488,-0.16043,-0.006267,-0.00034564,-0.0031802,-1.4419,-0.065777,-0.0019167,1.1533e-05,-0.00051229,5.5691e-06,-0.092486,0.21834,-0.29064,-0.010507,-0.00055968,-0.0052857,-1.0893,-0.10513,-3.2717e-05,-9.223372036854776e+18,-0.00011638,0.00017733,9.223372036854776e+18,0.0080938,-0.018313,-0.0016826,-0.00078468,-0.18565,-0.0045324,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00076543,9.223372036854776e+18,0.0071637,-0.0028234,-0.001129,-0.00013221,-0.0005214,-0.011628,-0.0030078,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00031181,0.00042201,9.223372036854776e+18,0.02567,-0.0041277,-0.0016949,-0.00077318,-0.20892,-0.0056791,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005913,0.00050161,9.223372036854776e+18,0.014624,-0.034192,-0.002487,-0.0011602,-0.19647,-0.013117,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
KR314,-6.089e-05,-0.00028475,-7.1634e-05,-0.00014306,-0.018539,0.055974,-0.012122,-0.0042282,-0.00012213,-0.0021645,0.0967,-0.029448,1.1503e-05,-0.005299,-0.00051058,-0.0026497,0.00073734,-0.36235,0.018919,-0.02131,-0.0037608,-0.0003808,-0.0018827,-0.060193,-0.012922,-5.5703e-05,0.013717,-0.00066668,-0.0001173,-0.00033278,-0.047327,0.1034,-0.062466,-0.0040235,-0.00010283,-0.0020132,0.27683,-0.044713,-0.0009947,-0.00050099,-0.00021232,-0.00025106,-0.10184,0.05296,-0.087107,-0.010736,-0.00021262,-0.0052143,0.24382,-0.064302,5.339e-06,-9.223372036854776e+18,-0.00046411,0.0003486,9.223372036854776e+18,0.0047019,0.0010206,-0.0013915,-0.00079296,-0.033938,-0.0045046,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0020639,9.223372036854776e+18,0.010092,-0.0021133,-0.0026113,-0.0001714,-0.001198,-0.018604,-0.003971,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00088626,0.0006256,9.223372036854776e+18,-0.0015603,-0.024001,-0.0012979,-0.00064948,-0.076488,-0.0046406,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0014104,0.00060492,9.223372036854776e+18,0.021086,-0.015705,-0.0036962,-0.0018553,-0.0563,-0.015579,0,-9.223372036854776e+18,9.223372036854776e+18,0
LKC34,-3.268e-05,-0.00056807,-0.00010902,-0.00028529,-0.040807,0.57467,-0.58273,-0.0061986,-0.00011762,-0.0031194,-1.983,-0.19253,-2.2006e-05,-0.003499,-0.001044,-0.001751,0.001167,-0.49211,0.046102,-0.032353,-0.0098676,-0.00065474,-0.0049082,-0.12618,-0.019687,-0.00030663,0.028999,-0.0016737,-0.00027668,-0.00083773,-0.11711,0.80353,-0.59508,-0.0089696,-0.00024851,-0.0045174,-3.1957,-0.23421,-0.0012235,-0.00272,-0.00050743,-0.0013578,-0.25591,0.85725,-0.67687,-0.015635,-0.00059137,-0.007757,-2.0913,-0.2748,-0.00017191,-9.223372036854776e+18,-0.00027889,0.00031272,9.223372036854776e+18,0.027671,-0.017819,-0.00090519,-0.00044842,-0.36131,-0.0092991,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0015225,9.223372036854776e+18,0.0068443,-0.0062242,-0.0018204,-9.6053e-05,-0.00091649,-0.01308,-0.0041011,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0007593,0.00050788,9.223372036854776e+18,0.025175,-0.029758,-0.0011677,-0.00056192,-0.39385,-0.010879,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011901,0.00067442,9.223372036854776e+18,0.052463,-0.044234,-0.0022108,-0.001109,-0.47476,-0.017782,0,-9.223372036854776e+18,9.223372036854776e+18,0
LSJ1,-1.1003e-05,-0.00018265,-8.763e-05,-9.152e-05,-0.013337,0.066708,-0.06991,-0.002454,-9.0959e-05,-0.0011543,0.097796,-0.031788,-1.3175e-05,-0.0014426,-0.0010168,-0.00072129,-0.00055582,-0.30086,0.015419,-0.013822,-0.0032434,-0.00034335,-0.0016663,-0.076435,-0.0062263,-0.00021196,0.029945,-0.00016814,-0.00020621,-8.5547e-05,-0.020383,0.038645,-0.22977,-0.0028177,-0.00013713,-0.0013124,-0.47004,-0.026193,-0.0011999,-0.0012617,-0.00049584,-0.00063507,-0.10284,0.14283,-0.082374,-0.0063097,-0.00022456,-0.0033694,0.081988,-0.058285,-0.00010284,-0.032103,2.7347e-05,9.5346e-05,0.40975,0.009986,-0.018658,-0.00064881,-0.0003195,-0.06221,-0.0041863,-9.223372036854776e+18,9.223372036854776e+18,-0.012313,-0.00027028,0.056059,0.0026979,-0.0042677,-0.0016472,-0.00019468,-0.00074465,-0.011577,-0.0016319,-9.223372036854776e+18,9.223372036854776e+18,-0.032668,-0.00011552,0.00024133,0.44869,0.0054997,-0.009871,-0.00060329,-0.00037116,-0.080113,-0.0037795,-9.223372036854776e+18,9.223372036854776e+18,-0.045163,-0.00049691,0.00030519,0.40764,0.02881,-0.015483,-0.0014073,-0.00070149,-0.081809,-0.0068858,0,-9.223372036854776e+18,9.223372036854776e+18,0
MY1,-6.5651e-05,-0.00055441,-0.00011321,-0.0002775,-0.023959,0.35367,-0.266,-0.0033274,-0.00010455,-0.0016691,-0.93575,-0.10154,-1.991e-05,-0.0038422,-0.00091222,-0.0019249,-0.00048441,-0.26467,0.043005,-0.02834,-0.0062751,-0.00045718,-0.0031393,-0.094032,-0.018141,-0.00010504,0.033844,-0.00079121,-0.00020974,-0.00039605,-0.022552,0.28495,-0.35292,-0.0038414,-0.00019701,-0.001915,-1.5488,-0.098847,-0.0012503,-0.0015773,-0.00040115,-0.0007909,-0.08499,0.4872,-0.40687,-0.0075983,-0.00025201,-0.0036549,-1.8162,-0.14087,-3.3938e-05,-9.223372036854776e+18,-0.00019803,0.00030667,9.223372036854776e+18,0.037238,-0.014403,-0.0010504,-0.00049351,-0.25011,-0.011411,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.001284,9.223372036854776e+18,0.0065747,-0.0073419,-0.0022968,-0.00011308,-0.0011682,-0.024771,-0.0059196,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0005616,0.00058827,9.223372036854776e+18,0.021217,-0.014597,-0.00086357,-0.00044477,-0.22496,-0.0098946,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00088066,0.00086622,9.223372036854776e+18,0.031856,-0.012306,-0.00068946,-0.00033982,-0.32299,-0.011818,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
MY10,-9.5917e-05,9.1339e-05,-1.985e-05,4.5052e-05,-0.010039,0.32017,-0.099451,-0.0047453,-9.6365e-05,-0.0021592,-1.5447,-0.044392,-8.612e-06,-0.00027516,-0.00011092,-0.00013699,0.0010163,-0.38201,0.0039963,-0.014302,-0.0039177,-0.00053754,-0.0018664,-0.011718,-0.0046255,-0.00011569,-0.00098497,0.00043485,-3.8413e-05,0.00021683,-0.014994,0.33155,-0.15814,-0.0049882,-0.00010854,-0.0025302,-0.96611,-0.067723,1.3312e-05,0.0014035,-8.4898e-05,0.00070107,-0.042596,0.29019,-0.32399,-0.0085141,-0.0002702,-0.0043401,-1.5217,-0.13083,2.7973e-05,-2.1549,4.637e-05,0.00018928,5.7162,0.0135,-0.010822,-0.00041904,-0.00018081,-0.22537,-0.0077898,9.223372036854776e+18,-9.223372036854776e+18,-0.88337,-6.8273e-05,2.3066,0.0043434,-0.00099946,-0.00090278,-0.00026948,-0.00043737,-0.0032279,-0.0016355,9.223372036854776e+18,-9.223372036854776e+18,-1.9957,-3.8196e-05,0.00037259,5.8565,0.021102,-0.029221,-0.00066017,-0.00031354,-0.22251,-0.0091548,9.223372036854776e+18,-9.223372036854776e+18,-2.2774,-0.0001241,0.00049953,5.9508,0.032444,-0.034061,-0.0012661,-0.00060298,-0.25556,-0.014237,0,9.223372036854776e+18,-9.223372036854776e+18,0
MY16,-5.1932e-05,-0.00054107,-0.00012706,-0.00027105,-0.050117,0.25849,-0.063638,-0.0020869,-0.00012969,-0.00098103,-0.79721,-0.038743,-2.8791e-05,-0.0037769,-0.00096361,-0.0018812,0.00098379,-0.59577,0.01478,-0.016557,-0.0053985,-0.00049909,-0.002653,-0.060184,-0.0088787,-0.00033091,0.048834,-0.0012968,-0.00024561,-0.00064768,-0.088776,0.20152,-0.17001,-0.0037209,-0.00026561,-0.0018326,-0.97234,-0.04233,-0.0019768,-0.0025889,-0.00049138,-0.0012931,-0.18725,0.2566,-0.37308,-0.0081817,-0.00062418,-0.0040622,-0.9972,-0.07112,-0.00017732,-9.223372036854776e+18,-0.00016065,0.00028784,9.223372036854776e+18,0.010269,-0.0091715,-0.00059975,-0.00028603,-0.09672,-0.0030883,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00083321,9.223372036854776e+18,0.004204,-0.0038025,-0.0011259,-0.00013589,-0.00054101,-0.0083343,-0.0023739,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00039992,0.00050653,9.223372036854776e+18,0.011251,-0.012028,-0.00066558,-0.00033159,-0.083821,-0.004553,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00063421,0.00064805,9.223372036854776e+18,0.011718,-0.021201,-0.0013786,-0.0006678,-0.17688,-0.0066446,0,-9.223372036854776e+18,9.223372036854776e+18,0
MY18,7.9e-05,-0.00017957,-0.00012427,-9.0481e-05,-0.023284,0.70681,-0.8037,-0.0056976,-0.00014826,-0.002911,-1.7096,-0.22957,-1.3832e-05,-0.00037683,-0.001382,-0.00017678,0.0023294,-0.447,0.0036745,-0.02523,-0.0034575,-0.0003538,-0.001737,-0.15002,-0.003499,-0.00016036,0.011188,-0.0010273,-0.00040227,-0.00051537,-0.12009,0.64592,-1.0045,-0.0080417,-0.00025634,-0.004074,-1.8984,-0.30488,-0.00039163,-0.00085885,-0.00079216,-0.00042811,-0.26734,0.82898,-0.97796,-0.012537,-0.00031096,-0.0066039,-2.2271,-0.34166,-0.0002153,-9.223372036854776e+18,-0.00022719,0.00017993,9.223372036854776e+18,0.026463,-0.04027,-0.00096203,-0.00035081,-0.37484,-0.0087544,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00095692,9.223372036854776e+18,0.00085204,-0.0018948,-0.0005725,-1.0165e-05,-0.0002878,-0.0015513,-0.00046255,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00040724,0.00034904,9.223372036854776e+18,0.014513,-0.031073,-0.0010615,-0.00051133,-0.29906,-0.0085733,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00057146,0.00073628,9.223372036854776e+18,0.022039,-0.042769,-0.0019261,-0.00096581,-0.34647,-0.01979,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
MY2212,-8.5952e-05,-0.00033099,-0.00011829,-0.00016526,-0.025136,0.57161,-1.0214,-0.0057488,-0.00018487,-0.002678,-3.0487,-0.27517,-2.4514e-05,-0.0014809,-0.0011177,-0.0007297,0.00054202,-0.27169,0.051284,-0.035677,-0.0063095,-0.00066636,-0.003142,-0.31246,-0.021528,-5.8674e-05,0.0089082,-0.0010218,-0.00027993,-0.00051113,-0.069015,0.89105,-0.63587,-0.0072369,-0.00028274,-0.0036114,-2.6732,-0.25346,-6.6208e-06,-0.0018418,-0.00056382,-0.00092274,-0.13802,1.1156,-0.75478,-0.011178,-0.00061441,-0.0055611,-2.4585,-0.34983,-0.00010958,-9.223372036854776e+18,-0.0001377,0.00016318,9.223372036854776e+18,0.0048602,-0.037311,-0.00060958,-0.00032574,-0.51643,-0.0055708,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00060041,9.223372036854776e+18,0.0078131,-0.005982,-0.0019279,-0.00012484,-0.00096414,-0.021418,-0.0043866,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00023805,0.00034166,9.223372036854776e+18,0.0272,-0.020236,-0.00056534,-0.00027991,-0.42193,-0.0081975,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00038642,0.00031427,9.223372036854776e+18,0.056819,-0.030788,-0.00093031,-0.0004572,-0.5129,-0.015456,0,-9.223372036854776e+18,9.223372036854776e+18,0
MY23,-6.6225e-05,-0.00027431,-0.00015886,-0.0001368,-0.04294,0.52124,-0.49084,-0.0048654,-0.00018542,-0.0023429,-1.4906,-0.14019,-3.9495e-05,-0.0024268,-0.0015667,-0.0012125,0.0017461,-0.54577,0.02788,-0.024685,-0.0057102,-0.00055016,-0.0028296,-0.097869,-0.0095826,-0.0004957,0.09284,-0.0010173,-0.00037373,-0.00050875,-0.10334,0.53877,-0.50498,-0.0075761,-0.00041411,-0.0037338,-2.0268,-0.14908,-0.0029073,-0.0017568,-0.00065402,-0.00087847,-0.17455,0.8038,-0.46769,-0.010772,-0.00063429,-0.0053505,-2.1166,-0.18121,-0.00018309,-8.2114,-0.00014192,0.00012938,19.7296,0.014685,-0.037952,-0.0012646,-0.00053231,-0.41046,-0.0075322,-9.223372036854776e+18,9.223372036854776e+18,-0.52804,-0.00054688,1.2042,0.0051251,-0.00455,-0.0012332,-0.00012349,-0.00062642,-0.013518,-0.0028574,-9.223372036854776e+18,9.223372036854776e+18,-5.5167,-0.00023363,0.00021445,12.7786,0.020745,-0.021278,-0.0010938,-0.00053682,-0.33811,-0.0075138,-9.223372036854776e+18,9.223372036854776e+18,-3.5105,-0.00038552,0.00032591,7.7397,0.038903,-0.023087,-0.0019603,-0.00098194,-0.41487,-0.010026,0,-9.223372036854776e+18,9.223372036854776e+18,0
MY2453,-9.377e-05,-0.00081776,-0.00012971,-0.00040905,-0.02507,0.049828,-0.051437,-0.0048192,-0.00013621,-0.0025393,0.014318,-0.029161,-3.1467e-05,-0.0039338,-0.00098117,-0.0019672,-0.00083554,-0.13545,0.023543,-0.018122,-0.0037625,-0.00040287,-0.0018879,-0.075535,-0.011162,-0.0002908,0.035559,-0.00058248,-0.00024415,-0.00029105,-0.0043407,0.053514,-0.064183,-0.0024703,-0.00018863,-0.0012365,0.15066,-0.023317,-0.0037035,-0.0014948,-0.00043161,-0.00074861,-0.020343,0.093998,-0.081506,-0.0052531,-0.00019783,-0.0026175,-0.056729,-0.044999,-5.3837e-05,-9.223372036854776e+18,-0.00023616,2.6507e-05,9.223372036854776e+18,0.019602,-0.022392,-0.0021983,-0.0010607,-0.050717,-0.0067337,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0015891,9.223372036854776e+18,0.0054892,-0.0087671,-0.002232,-0.00014468,-0.0011167,-0.017143,-0.0051191,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.00065293,0.00065031,9.223372036854776e+18,0.023473,-0.0051477,-0.0017306,-0.00078903,0.0035849,-0.0056862,-9.223372036854776e+18,9.223372036854776e+18,-9.223372036854776e+18,-0.0011342,0.00073107,9.223372036854776e+18,0.013567,-0.038353,-0.0021181,-0.001058,-0.048579,-0.012077,-9.223372036854776e+18,-9.223372036854776e+18,9.223372036854776e+18,9.223372036854776e+18
